Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
Toyoda,crossover,6,2005,"94,886 SAR",2010,"59,578 SAR",101514,12.85,4WD,standard,Dammam,3,-3,Black,individual,1
JournalMotors,sedan,8,2003,"73,890 SAR",2006,"43,780 SAR",59923,4.25,2WD,standard,Dammam,6,1,Blue,company,1
Toyoda,suv,4,2003,"114,002 SAR",2005,"86,134 SAR",16604,13.17,4WD,standard,Madinah,5,3,Color Black,company,0
Toyoda,sedan,4,2006,"80,653 SAR",2013,"48,207 SAR",68797,19280.0mpl,4WD,standard,Makkah,9,-5,Gray Color,company,1
Huendae,suv,4,2002,"93,139 SAR",2007,"50,345 SAR",46897,15.03,4WD,standard,Makkah,11,2,White,individual,0
Toyoda,suv,4,1993,"77,935 SAR",2001,"26,887 SAR",89106,7.83,2WD,STANDARD,Madinah,0,2,Red Color,company,0
Masda,suv,4,1999,"87,767 SAR",2006,"48,381 SAR",64147,5690.0mpl,4WD,STANDARD,Jeddah,2,2,Gray Color,individual,1
Masda,sedan,4,2005,"54,911 SAR",2010,"29,681 SAR",90116,23.07,2WD,STANDARD,Dhahran,5,3,White,individual,0
Toyoda,suv,8,2002,"93,139 SAR",2008,"48,199 SAR",71545,6.48,2WD,standard,Makkah,9,-3,Gray,individual,0
Honta,sedan,8,2006,"78,413 SAR",2010,"46,148 SAR",191533,12.45,2WD,PREMIUM,Jeddah,3,2,White,individual,0
BeEmW,suv,6,1997,"98,419 SAR",2002,"45,944 SAR",38617,4.03,2WD,standard,Makkah,6,2,Gray,company,1
Nesshan,suv,4,2000,,2006,"33,486 SAR",231537,8.76,2WD,STANDARD,Jeddah,4,1,Color Black,company,0
Fourd,suv,6,2006,"141,144 SAR",2008,"83,690 SAR",72634,5.12,4WD,standard,Makkah,5,3,White,individual,0
Huendae,suv,6,1997,"118,103 SAR",2001,"65,848 SAR",43785,13.03,4WD,PREMIUM,Riyadh,4,-2,Color Black,individual,0
Huendae,sedan,4,1997,"46,866 SAR",2000,"32,153 SAR",32446,25.14,2WD,standard,Makkah,9,2,Black,company,0
Toyoda,suv,4,1997,,2001,"51,513 SAR",70606,10.69,2WD,standard,Jeddah,5,2,Gray,individual,0
Honta,suv,4,2004,"80,752 SAR",2007,"52,631 SAR",134650,17.52,2WD,STANDARD,Riyadh,8,3,Color Blue,individual,0
Huendae,crossover,4,2004,"64,601 SAR",2012,"17,398 SAR",103571,12440.0mpl,2WD,STANDARD,Dhahran,6,4,Blue,individual,0
Huendae,suv,4,1996,"68,921 SAR",2003,"30,936 SAR",340405,13.14,2WD,standard,Dhahran,5,-5,White Color,individual,0
JournalMotors,sedan,4,2007,,2013,"47,868 SAR",66873,6780.0mpl,2WD,PREMIUM,Makkah,10,-5,Gray,individual,0
Fourd,sedan,4,1997,"65,612 SAR",1999,"45,501 SAR",38539,5.74,2WD,STANDARD,Riyadh,1,-3,White,individual,0
Toyoda,suv,8,2005,"118,608 SAR",2009,"76,049 SAR",59291,6.71,4WD,STANDARD,Dhahran,8,-5,Gray,company,1
JournalMotors,suv,4,2007,"119,972 SAR",2012,"48,138 SAR",192402,4.88,2WD,standard,Jeddah,11,4,Gray,individual,0
Nesshan,crossover,6,1994,,2001,"27,544 SAR",119951,15.98,2WD,standard,Dhahran,11,2,Silver,individual,0
Honta,suv,4,2004,"113,052 SAR",2008,"77,039 SAR",35492,17.33,2WD,PREMIUM,Riyadh,1,-3,Gray,company,0
Masda,suv,4,1999,"87,767 SAR",2002,"57,477 SAR",23502,7120.0mpl,4WD,standard,Dhahran,8,2,White,individual,1
Huendae,suv,8,2008,"87,408 SAR",2014,"45,889 SAR",115821,6.13,2WD,standard,Dhahran,3,2,Silver,individual,0
Toyoda,sedan,4,2000,"59,681 SAR",2000,"46,697 SAR",973,13.56,2WD,STANDARD,Jeddah,5,3,White,individual,1
JournalMotors,crossover,6,2005,"92,251 SAR",2010,"41,014 SAR",105112,4300.0mpl,2WD,standard,Jeddah,4,-3,Blue,individual,0
Fourd,sedan,4,2003,,2008,"39,421 SAR",112142,10.78,4WD,standard,Jeddah,5,-3,Blue,individual,0
Wolksvagon,suv,4,1998,"86,046 SAR",2004,"44,528 SAR",56137,6.58,2WD,STANDARD,Makkah,5,3,Black,individual,0
JournalMotors,sedan,8,2000,"69,628 SAR",2002,"43,349 SAR",90533,5180.0mpl,2WD,STANDARD,Jeddah,7,-2,White Color,individual,1
Toyoda,suv,4,2006,"100,817 SAR",2010,"58,485 SAR",142073,13670.0mpl,2WD,standard,Jeddah,9,2,Gray,individual,0
Toyoda,suv,4,1999,,2005,"63,587 SAR",65128,12.83,4WD,standard,Makkah,3,2,Blue,individual,1
Toyoda,crossover,4,2009,"85,590 SAR",2017,"29,233 SAR",167777,16.79,2WD,STANDARD,Dammam,5,-5,Brown,individual,0
Nesshan,crossover,8,2003,"63,334 SAR",2004,"47,880 SAR",16999,11.12,2WD,standard,Jeddah,7,2,Red,individual,0
Honta,suv,4,2003,"95,002 SAR",2009,"47,132 SAR",138504,13770.0mpl,4WD,standard,Makkah,7,1,Color Blue,company,1
Honta,suv,8,2001,"91,313 SAR",2005,"48,365 SAR",157483,4.42,4WD,standard,Makkah,5,-2,Black,individual,0
Huendae,suv,6,1997,"98,419 SAR",2000,"64,453 SAR",27332,10.76,2WD,premium,Dhahran,8,-3,Gray Color,individual,1
Nesshan,sedan,4,1999,"58,511 SAR",2004,"30,046 SAR",176531,18.07,4WD,standard,Jeddah,4,2,Silver,individual,0
Mercetes,suv,4,2005,"115,313 SAR",2010,"56,964 SAR",104529,4.48,2WD,standard,Dhahran,1,2,Black,individual,0
Toyoda,suv,4,1997,"141,723 SAR",2002,"76,275 SAR",63692,12.46,4WD,PREMIUM,Madinah,6,3,Black,individual,0
Masda,suv,6,1998,,2005,"47,564 SAR",304425,9.44,2WD,premium,Dhahran,2,-5,White Color,company,0
JournalMotors,sedan,6,1998,"80,310 SAR",2004,"34,332 SAR",112970,8.05,4WD,standard,Dhahran,6,2,White,individual,0
Toyoda,crossover,4,1994,"76,314 SAR",2002,"26,065 SAR",135337,17200.0mpl,4WD,standard,Dammam,8,3,Blue,individual,0
Huendae,suv,8,2006,"84,014 SAR",2009,"55,019 SAR",28037,9380.0mpl,2WD,STANDARD,Dammam,11,2,Color Black,individual,1
Nesshan,sedan,4,2003,,2007,"32,369 SAR",95560,21.15,2WD,standard,Makkah,5,-3,Black,individual,0
Shevy,suv,8,2001,"127,838 SAR",2004,"84,162 SAR",45073,4.08,4WD,standard,Dammam,1,-2,Gray,individual,1
Honta,crossover,4,2008,,2012,"57,038 SAR",187034,18.63,2WD,PREMIUM,Dhahran,8,2,White,individual,0
JournalMotors,sedan,4,2005,"92,251 SAR",2010,"41,014 SAR",101162,5.16,4WD,STANDARD,Jeddah,5,2,White Color,individual,0
Shevy,crossover,6,2002,"86,930 SAR",2007,"38,649 SAR",99687,4.6,2WD,standard,Riyadh,5,2,Blue,individual,0
Fourd,crossover,4,2000,,2001,"101,347 SAR",42301,7900.0mpl,4WD,premium,Madinah,2,1,White Color,individual,0
JournalMotors,sedan,4,2003,"88,668 SAR",2008,"41,392 SAR",51203,7.58,4WD,standard,Riyadh,6,-2,Gray,individual,1
Honta,sedan,6,2007,"79,981 SAR",2009,"67,435 SAR",40482,15.14,2WD,premium,Jeddah,3,-5,Gray,individual,0
Nesshan,sedan,6,2001,"50,729 SAR",2009,"15,028 SAR",332479,22.55,2WD,standard,Dhahran,6,2,Color Black,individual,0
Fourd,suv,8,2003,"110,836 SAR",2012,"28,429 SAR",90549,2500.0mpl,2WD,standard,Madinah,11,-5,White,individual,0
Fourd,sedan,6,2004,,2011,"32,219 SAR",80526,6.56,2WD,STANDARD,Makkah,4,2,Color Black,individual,0
JournalMotors,suv,6,1998,"100,387 SAR",2003,"46,863 SAR",111907,2450.0mpl,2WD,standard,Dhahran,9,1,Red,individual,1
Huendae,sedan,4,2003,"73,890 SAR",2008,"44,378 SAR",87686,17020.0mpl,2WD,premium,Jeddah,2,2,Gray,individual,0
Toyoda,crossover,6,1993,,1999,"54,205 SAR",324177,11.72,4WD,premium,Jeddah,3,3,Red,individual,0
Masda,sedan,4,2002,,2004,"37,301 SAR",74598,19.24,2WD,standard,Dhahran,13,-2,Color Blue,individual,0
Toyoda,sedan,4,1995,"54,055 SAR",2000,"27,637 SAR",221744,12.94,2WD,standard,Riyadh,5,3,Black,company,0
JournalMotors,sedan,4,2007,"134,369 SAR",2010,"75,824 SAR",59247,5.02,4WD,PREMIUM,Dhahran,12,-3,Blue,individual,0
Masda,crossover,4,1991,"59,927 SAR",1995,"33,412 SAR",69782,12450.0mpl,4WD,STANDARD,Makkah,10,3,Gray Color,individual,0
Huendae,sedan,4,2008,"58,272 SAR",2011,"46,641 SAR",66123,21.68,2WD,STANDARD,Dhahran,2,1,White,individual,1
Fourd,crossover,4,2008,"97,897 SAR",2013,"43,416 SAR",202099,4920.0mpl,2WD,standard,Jeddah,5,1,White,company,1
Mercetes,crossover,4,1995,,1999,"50,900 SAR",51362,9220.0mpl,4WD,standard,Dhahran,3,-5,Gray Color,company,0
Masda,sedan,4,1996,"64,326 SAR",2002,"31,913 SAR",143308,11750.0mpl,2WD,PREMIUM,Riyadh,11,-2,Color Black,company,1
Nesshan,crossover,4,2005,"65,893 SAR",2008,"45,207 SAR",56110,16.45,2WD,standard,Jeddah,7,2,Brown,individual,0
Nesshan,sedan,4,1996,"45,947 SAR",2003,"23,821 SAR",295110,23.8,2WD,STANDARD,Jeddah,6,2,Gray,individual,1
Nesshan,sedan,4,1991,"41,616 SAR",1994,"31,723 SAR",63020,18.95,2WD,standard,Makkah,2,3,Black,company,0
Nesshan,suv,4,1995,,1996,"58,233 SAR",19570,8.28,4WD,standard,Dhahran,9,4,Gray,company,0
Huendae,suv,8,2006,"84,014 SAR",2010,"49,184 SAR",31673,7.2,2WD,standard,Riyadh,10,2,Silver,individual,1
BeEmW,sedan,4,1997,"65,612 SAR",2000,"36,932 SAR",125939,4340.0mpl,2WD,standard,Madinah,7,-2,White,individual,1
Honta,sedan,6,1990,,1997,"22,491 SAR",159911,13.46,2WD,standard,Riyadh,0,-2,Gray,individual,1
Nesshan,sedan,4,2002,,2002,"35,206 SAR",1030,10.84,2WD,STANDARD,Makkah,5,1,Blue,individual,0
Fourd,crossover,4,2006,,2009,"66,903 SAR",53539,7310.0mpl,4WD,standard,Jeddah,12,-2,Black,individual,1
Shevy,sedan,4,1992,,1997,"35,228 SAR",104092,10.45,4WD,standard,Jeddah,2,2,Silver Color,individual,0
Nesshan,sedan,4,2008,,2013,"29,923 SAR",206431,19.58,2WD,standard,Riyadh,5,1,Black,individual,0
Wolksvagon,suv,4,1991,"89,890 SAR",1995,"52,146 SAR",165850,7.87,4WD,standard,Makkah,5,3,White Color,individual,0
JournalMotors,suv,8,1999,,2004,"45,524 SAR",55182,4.14,2WD,standard,Madinah,8,-3,Gray,individual,0
Toyoda,crossover,4,2003,"76,001 SAR",2006,"60,568 SAR",61335,9.47,2WD,standard,Dammam,2,-2,Black,company,1
JournalMotors,sedan,4,1997,"78,735 SAR",2000,"44,430 SAR",69084,7.3,4WD,STANDARD,Riyadh,4,3,Color Black,individual,0
Fourd,sedan,4,2007,,2014,"39,890 SAR",45409,6.97,2WD,standard,Riyadh,2,3,Black,individual,1
JournalMotors,suv,4,2007,,2013,"71,803 SAR",136910,2720.0mpl,2WD,premium,Dammam,4,1,Color Black,individual,0
JournalMotors,suv,6,2001,"127,838 SAR",2002,"91,813 SAR",5859,2.79,4WD,standard,Riyadh,4,1,White,individual,1
Toyoda,sedan,4,2008,"97,897 SAR",2017,"35,108 SAR",136554,16.49,2WD,PREMIUM,Dammam,4,1,Silver,company,1
Fourd,sedan,8,2005,"76,875 SAR",2009,"40,718 SAR",44866,7.46,2WD,standard,Madinah,9,3,Gray Color,individual,1
Masda,suv,8,2007,"85,694 SAR",2011,"47,778 SAR",47081,6690.0mpl,2WD,STANDARD,Dammam,4,2,White,individual,0
Shevy,crossover,8,2006,"94,096 SAR",2015,"22,928 SAR",343814,1.73,2WD,standard,Riyadh,12,2,Red,individual,0
Fourd,crossover,4,2004,,2011,"61,707 SAR",280020,6.1,4WD,premium,Dhahran,10,2,Color Blue,individual,0
Shevy,sedan,4,1995,"75,678 SAR",2000,"35,515 SAR",216992,10.55,4WD,STANDARD,Jeddah,3,-3,Color Blue,individual,0
Toyoda,crossover,4,2002,,2007,"44,112 SAR",104920,17.94,2WD,standard,Dhahran,6,3,Color Black,company,0
Masda,crossover,4,1996,,2000,"37,478 SAR",73660,15.48,2WD,standard,Madinah,2,4,Brown,company,1
Huendae,sedan,6,2004,"64,601 SAR",2011,"30,523 SAR",160697,10.15,4WD,standard,Jeddah,5,1,Red Color,company,0
Shevy,sedan,8,2006,"94,096 SAR",2011,"46,367 SAR",243587,5.14,4WD,standard,Dammam,2,-3,White,individual,1
Wolksvagon,crossover,4,2005,"79,072 SAR",2009,"53,650 SAR",38134,11.46,2WD,standard,Riyadh,2,-5,White,individual,0
Honta,suv,4,1993,,1997,"43,344 SAR",153387,11.14,4WD,STANDARD,Dammam,7,2,Blue,individual,1
JournalMotors,suv,6,2005,"115,313 SAR",2013,"31,056 SAR",60385,6.48,2WD,standard,Dhahran,4,1,Gray,individual,1
Toyoda,sedan,4,1998,,2005,"36,192 SAR",245912,15840.0mpl,2WD,standard,Makkah,3,2,Brown,individual,1
Wolksvagon,sedan,4,1995,"64,866 SAR",2001,"38,976 SAR",214220,15790.0mpl,4WD,STANDARD,Dammam,2,3,Brown,individual,0
Wolksvagon,sedan,4,2007,,2011,"73,846 SAR",212414,10810.0mpl,4WD,PREMIUM,Dammam,1,1,Color Black,individual,1
Masda,suv,6,2006,"117,620 SAR",2013,"55,575 SAR",45106,10.8,2WD,premium,Madinah,8,-2,Black,individual,0
Wolksvagon,sedan,4,1993,,1998,"26,564 SAR",217783,12.97,2WD,standard,Madinah,5,1,White Color,individual,0
Masda,crossover,4,1998,"80,310 SAR",2005,"43,828 SAR",129263,15.93,2WD,premium,Dammam,5,1,Black,individual,1
Fourd,suv,4,2005,"115,313 SAR",2010,"56,964 SAR",105071,4.14,2WD,standard,Dammam,3,2,White Color,company,0
Toyoda,sedan,4,2003,,2006,"83,949 SAR",28500,15050.0mpl,4WD,premium,Madinah,11,-2,Black,company,1
Toyoda,suv,4,2000,"89,522 SAR",2006,"54,048 SAR",58928,11390.0mpl,2WD,standard,Dhahran,3,1,Blue,individual,1
Toyoda,suv,4,2006,"100,817 SAR",2011,"54,259 SAR",100700,11.06,2WD,standard,Dammam,7,2,Color Blue,individual,0
Wolksvagon,suv,8,2006,"169,373 SAR",2014,"52,590 SAR",155883,6040.0mpl,4WD,premium,Jeddah,11,2,Black,company,0
Wolksvagon,suv,8,2001,"127,838 SAR",2007,"73,506 SAR",56559,4300.0mpl,2WD,premium,Madinah,1,2,Black,individual,0
Honta,suv,4,1998,,2003,"37,193 SAR",221781,11950.0mpl,2WD,standard,Makkah,2,-3,Silver Color,individual,0
Nesshan,sedan,4,1997,,2002,"30,323 SAR",162343,27960.0mpl,4WD,standard,Dhahran,8,2,Gray,individual,1
Nesshan,suv,8,2001,"76,094 SAR",2005,"44,783 SAR",67459,9050.0mpl,2WD,standard,Dammam,3,4,Silver,individual,0
Honta,sedan,4,2005,,2011,"47,827 SAR",237938,19.11,4WD,premium,Jeddah,8,3,Red,company,1
Toyoda,suv,6,2004,,2012,"30,088 SAR",46413,6080.0mpl,2WD,standard,Jeddah,5,3,Black,company,0
Toyoda,sedan,4,2003,"76,001 SAR",2011,"23,663 SAR",310536,13.19,4WD,standard,Jeddah,2,4,White,individual,0
Honta,suv,6,1999,"87,767 SAR",2003,"51,381 SAR",35456,12960.0mpl,4WD,standard,Dhahran,12,2,White Color,individual,1
Fourd,sedan,4,2006,,2012,"38,214 SAR",48089,5.36,4WD,standard,Dhahran,8,4,Black,individual,0
JournalMotors,sedan,6,2002,"72,441 SAR",2007,"33,817 SAR",75588,9.29,2WD,standard,Jeddah,14,2,Black,individual,1
Shevy,sedan,4,2001,,2008,"33,734 SAR",51911,9.73,2WD,standard,Dhahran,1,1,Blue,individual,0
Nesshan,suv,4,2002,"77,616 SAR",2007,"38,045 SAR",38151,9.09,2WD,standard,Jeddah,5,4,Silver,individual,1
Toyoda,sedan,4,2000,"59,681 SAR",2008,"20,384 SAR",79499,17.78,2WD,standard,Dammam,9,2,Silver,individual,0
Huendae,sedan,4,2006,"56,009 SAR",2009,"34,845 SAR",64298,13.37,2WD,standard,Makkah,11,-3,Color Black,individual,1
Shevy,sedan,8,2005,"76,875 SAR",2010,"35,887 SAR",104453,5.78,2WD,standard,Dammam,11,-3,Black,company,1
Mercetes,sedan,4,1997,"91,858 SAR",1999,"57,333 SAR",44728,6990.0mpl,2WD,premium,Jeddah,5,-3,Silver,company,0
Fourd,suv,4,2003,"155,170 SAR",2006,"78,806 SAR",152191,7890.0mpl,2WD,PREMIUM,Jeddah,12,-3,Color Blue,individual,0
Shevy,suv,4,2002,,2008,"49,033 SAR",208455,7840.0mpl,2WD,STANDARD,Riyadh,2,1,Color Blue,individual,0
Toyoda,sedan,4,1999,"58,511 SAR",2008,"22,204 SAR",79538,18770.0mpl,2WD,standard,Dammam,3,2,Black,individual,0
Honta,sedan,6,2000,"49,734 SAR",2007,"25,849 SAR",127021,15.34,2WD,STANDARD,Riyadh,7,2,White,company,0
Shevy,suv,8,1992,"106,969 SAR",1997,"44,942 SAR",261393,4.74,4WD,standard,Dhahran,12,3,Color Black,individual,1
Shevy,sedan,4,1998,,2003,"29,754 SAR",103794,7.82,2WD,standard,Riyadh,8,1,White,individual,0
Nesshan,crossover,4,2002,,2007,"42,289 SAR",90912,22100.0mpl,4WD,STANDARD,Madinah,6,2,Color Blue,individual,1
JournalMotors,sedan,4,2007,"79,981 SAR",2012,"37,337 SAR",43455,9.42,2WD,standard,Dammam,7,2,White,individual,1
Fourd,suv,4,2004,,2008,"88,712 SAR",88182,7.49,2WD,premium,Dammam,1,2,Color Black,individual,0
Honta,suv,4,1998,"71,705 SAR",2005,"37,645 SAR",120275,13.31,2WD,standard,Dhahran,3,2,White,individual,0
Shevy,suv,6,2006,"117,620 SAR",2010,"59,333 SAR",83950,3.0,2WD,standard,Jeddah,6,2,Black,individual,0
JournalMotors,suv,6,2002,"108,662 SAR",2007,"48,311 SAR",68600,2.92,2WD,standard,Dhahran,8,3,Brown,individual,0
Geep,sedan,4,1997,"78,735 SAR",2003,"35,342 SAR",37078,8.52,4WD,standard,Dammam,5,-5,Gray,individual,1
Shevy,crossover,4,1991,"69,914 SAR",1997,"29,888 SAR",119736,9.56,2WD,STANDARD,Makkah,6,2,Black,company,0
JournalMotors,sedan,8,2006,"78,413 SAR",2010,"43,950 SAR",73686,5.64,2WD,STANDARD,Makkah,0,-3,Gray,individual,0
Shevy,sedan,4,2005,"76,875 SAR",2006,"52,582 SAR",24002,4.46,2WD,standard,Madinah,6,-5,Gray,company,0
Toyoda,suv,4,2004,"96,902 SAR",2011,"52,654 SAR",142463,12090.0mpl,2WD,standard,Dhahran,6,2,White,individual,1
Huendae,suv,8,1998,"71,705 SAR",2006,"20,328 SAR",165974,7.43,2WD,standard,Madinah,8,1,Color Blue,company,0
Wolksvagon,suv,4,2003,"95,002 SAR",2005,"71,778 SAR",17980,9.33,2WD,standard,Madinah,8,-2,Brown,individual,0
Shevy,sedan,4,2008,,2012,"41,153 SAR",68655,7.74,2WD,standard,Dhahran,7,1,Gray Color,individual,0
Shevy,sedan,4,2002,,2007,"54,108 SAR",93333,8410.0mpl,4WD,premium,Riyadh,6,1,Gray,company,0
Nesshan,suv,4,2002,"93,139 SAR",2003,"78,041 SAR",41396,10.46,4WD,standard,Makkah,3,1,White,individual,1
Fourd,suv,4,2003,"133,003 SAR",2009,"56,858 SAR",61438,5.58,4WD,STANDARD,Jeddah,4,-2,Gray Color,individual,0
Shevy,sedan,4,2002,"86,930 SAR",2007,"38,552 SAR",89467,4630.0mpl,4WD,standard,Riyadh,8,4,Silver,individual,1
Shevy,crossover,4,2004,,2012,"24,358 SAR",80420,7.88,2WD,STANDARD,Jeddah,6,3,White,individual,1
Huendae,crossover,4,1995,"54,055 SAR",1997,"41,018 SAR",39540,17.8,2WD,standard,Dhahran,9,2,Silver,company,0
Fourd,suv,6,1999,"102,395 SAR",2006,"43,773 SAR",146212,6710.0mpl,2WD,STANDARD,Jeddah,11,2,Black,company,0
Masda,crossover,4,2008,"83,912 SAR",2014,"46,256 SAR",98601,13.95,4WD,standard,Dhahran,2,-2,White,company,1
Huendae,crossover,4,2003,,2007,"51,790 SAR",74889,15700.0mpl,4WD,STANDARD,Jeddah,1,1,Black,individual,0
Nesshan,suv,8,2005,"115,313 SAR",2008,"68,324 SAR",35908,8230.0mpl,2WD,PREMIUM,Jeddah,12,4,Gray,individual,0
Nesshan,crossover,4,2003,"63,334 SAR",2007,"40,785 SAR",74179,18.66,2WD,standard,Jeddah,5,2,Black,individual,1
Wolksvagon,suv,4,2003,"114,002 SAR",2007,"69,441 SAR",175562,7.36,4WD,standard,Riyadh,9,-3,Black,individual,1
Toyoda,sedan,6,2004,"64,601 SAR",2010,"42,903 SAR",76228,16.46,2WD,standard,Jeddah,2,3,White,company,1
Shevy,suv,4,2006,,2008,"77,083 SAR",43387,3.53,2WD,standard,Dammam,6,-2,Black,individual,1
Toyoda,suv,6,2006,"120,980 SAR",2009,"78,509 SAR",135416,9550.0mpl,4WD,standard,Dammam,8,1,Black,individual,0
Huendae,crossover,4,2000,"59,681 SAR",2001,"45,006 SAR",47388,14.96,2WD,standard,Dhahran,6,1,White,individual,1
JournalMotors,suv,8,2003,"110,836 SAR",2009,"45,013 SAR",63984,4.97,2WD,standard,Madinah,8,4,Silver,individual,0
Toyoda,sedan,4,1995,,1999,"38,125 SAR",78077,15.09,2WD,STANDARD,Makkah,4,2,Silver,individual,1
Nesshan,suv,8,2003,,2005,"54,477 SAR",86583,9860.0mpl,2WD,standard,Makkah,8,1,Blue,individual,1
Huendae,crossover,4,2001,,2008,"27,256 SAR",235077,13.12,2WD,standard,Dhahran,10,4,Gray Color,company,1
Toyoda,suv,4,2008,,2017,"43,424 SAR",172908,12.14,4WD,standard,Madinah,2,-2,Gray,individual,0
JournalMotors,suv,4,2005,"115,313 SAR",2008,"68,324 SAR",27294,8.16,2WD,standard,Dhahran,4,-5,Blue,individual,1
Toyoda,sedan,4,2005,"79,072 SAR",2009,"53,113 SAR",48099,21490.0mpl,4WD,standard,Madinah,9,2,Gray,individual,0
Fourd,crossover,8,2000,"83,554 SAR",2006,"39,588 SAR",271238,3310.0mpl,2WD,standard,Dammam,2,-3,Red Color,individual,1
BeEmW,suv,8,1998,"100,387 SAR",2004,"42,915 SAR",35388,3.44,2WD,standard,Riyadh,12,1,Blue,company,0
Nesshan,suv,4,1998,"86,046 SAR",2002,"47,974 SAR",76726,11490.0mpl,4WD,standard,Madinah,4,1,Black,company,0
BeEmW,sedan,4,1998,"66,925 SAR",1999,"50,863 SAR",9703,12.84,2WD,standard,Madinah,2,-5,Black,individual,0
Toyoda,crossover,6,2002,,2011,"41,027 SAR",318520,12.04,4WD,premium,Riyadh,2,2,Blue,individual,0
Shevy,suv,4,2005,"115,313 SAR",2009,"58,169 SAR",45210,5450.0mpl,2WD,standard,Dammam,11,3,Gray Color,individual,0
Toyoda,crossover,4,2002,,2006,"70,070 SAR",52268,16000.0mpl,4WD,standard,Dammam,2,-5,Gray,company,1
JournalMotors,sedan,6,2006,"109,778 SAR",2014,"28,158 SAR",155283,5.31,2WD,premium,Dammam,5,3,Gray Color,company,0
Wolksvagon,sedan,8,2001,,2007,"44,103 SAR",140622,5950.0mpl,2WD,premium,Madinah,6,2,Gray Color,individual,0
Nesshan,sedan,4,2005,"54,911 SAR",2006,"45,663 SAR",18334,15.72,2WD,standard,Makkah,4,-5,Gray,individual,0
Huendae,crossover,8,1998,"80,310 SAR",2007,"21,629 SAR",409049,9790.0mpl,2WD,PREMIUM,Jeddah,7,-3,Brown,company,0
Toyoda,suv,4,2002,"111,767 SAR",2005,"76,157 SAR",123499,10510.0mpl,4WD,STANDARD,Riyadh,4,3,Black,individual,1
BeEmW,crossover,6,2003,"148,963 SAR",2008,"66,228 SAR",107531,2320.0mpl,4WD,premium,Riyadh,7,1,White,individual,0
Fourd,sedan,4,2005,"92,251 SAR",2014,"22,423 SAR",392823,11.08,4WD,standard,Makkah,6,4,Silver,individual,1
Fourd,sedan,6,2000,"69,628 SAR",2005,"30,956 SAR",111139,3.38,2WD,standard,Jeddah,4,2,Black,company,0
Masda,sedan,4,1998,"57,364 SAR",2001,"35,688 SAR",126544,11170.0mpl,4WD,standard,Makkah,11,3,Gray,individual,1
Shevy,sedan,6,1994,"61,828 SAR",1997,"34,889 SAR",67642,4.79,2WD,standard,Dhahran,10,2,Black,individual,0
Shevy,suv,4,2004,"135,663 SAR",2008,"68,435 SAR",52501,4690.0mpl,4WD,STANDARD,Dhahran,7,3,White Color,individual,0
Shevy,sedan,8,1997,"65,612 SAR",2003,"32,723 SAR",56854,3.96,2WD,standard,Makkah,3,-2,White,individual,1
Toyoda,crossover,8,1999,,2007,"24,853 SAR",306468,4.75,4WD,standard,Dammam,10,2,White Color,individual,0
Honta,suv,4,2002,,2008,"36,673 SAR",58979,11.13,2WD,standard,Jeddah,5,2,Color Black,individual,0
Huendae,suv,4,2002,"77,616 SAR",2008,"40,340 SAR",126193,15420.0mpl,2WD,STANDARD,Dammam,10,-3,Silver,individual,0
JournalMotors,sedan,4,2007,"134,369 SAR",2013,"67,016 SAR",138897,8.63,4WD,PREMIUM,Jeddah,3,2,Silver,company,1
Fourd,crossover,4,1998,"80,310 SAR",2001,"45,318 SAR",67963,6400.0mpl,2WD,standard,Jeddah,5,1,White,individual,0
JournalMotors,sedan,6,2003,,2007,"44,728 SAR",72777,5.22,4WD,standard,Madinah,7,-5,Black,individual,0
Shevy,sedan,4,2005,,2009,"38,779 SAR",31335,5.38,2WD,standard,Madinah,4,3,Gray Color,individual,0
Shevy,suv,4,1998,"140,542 SAR",2002,"70,896 SAR",49965,5.09,2WD,premium,Makkah,13,2,Color Blue,individual,0
JournalMotors,crossover,8,1997,"94,482 SAR",1998,"64,625 SAR",11668,2.33,4WD,standard,Jeddah,6,-2,White,company,0
Fourd,sedan,4,2002,"72,441 SAR",2007,"30,596 SAR",186295,8.52,2WD,standard,Madinah,5,3,Silver,individual,0
Huendae,suv,4,2001,"106,532 SAR",2009,"30,201 SAR",168010,8.12,2WD,premium,Jeddah,7,2,Black,individual,0
Masda,crossover,8,2005,"65,893 SAR",2006,"55,350 SAR",8489,10.39,2WD,standard,Madinah,2,2,Silver,individual,0
JournalMotors,sedan,4,1994,,1996,"38,589 SAR",43140,3.13,2WD,standard,Dammam,5,-2,Silver,individual,0
Toyoda,crossover,6,1994,"63,595 SAR",1998,"43,149 SAR",34871,9.65,2WD,standard,Madinah,3,-2,White,company,0
Toyoda,sedan,6,2001,"102,271 SAR",2006,"63,573 SAR",112842,17.62,4WD,premium,Jeddah,8,2,Red Color,individual,1
JournalMotors,sedan,4,1996,,2002,"34,649 SAR",97807,6.41,4WD,STANDARD,Makkah,9,2,Black,individual,1
JournalMotors,suv,8,2008,"122,372 SAR",2015,"52,314 SAR",140209,2200.0mpl,2WD,standard,Riyadh,6,2,White Color,individual,0
Nesshan,suv,4,2004,"80,752 SAR",2010,"38,155 SAR",64611,12.97,2WD,standard,Riyadh,12,3,White,individual,0
