Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
JournalMotors,sedan,6,2000,"69,628 SAR",2005,"32,676 SAR",227890,7.8,2WD,standard,Dhahran,3,3,Red,individual,0
Honta,sedan,4,2005,"54,911 SAR",2011,"33,296 SAR",131115,16.05,2WD,standard,Dhahran,2,1,Blue,company,1
Toyoda,suv,4,1998,"103,255 SAR",2004,"53,434 SAR",97702,10.35,4WD,standard,Madinah,8,1,Gray,company,0
Wolksvagon,sedan,4,1994,"52,995 SAR",1998,"37,377 SAR",81365,15.86,2WD,standard,Makkah,8,1,White,individual,1
Fourd,suv,4,2008,"171,320 SAR",2013,"80,400 SAR",234834,5.6,2WD,premium,Dammam,3,2,White,individual,0
Shevy,sedan,4,2006,"78,413 SAR",2012,"31,845 SAR",119982,8.38,2WD,standard,Jeddah,7,4,Gray,individual,0
Wolksvagon,suv,4,1993,"77,935 SAR",1998,"41,944 SAR",44550,10.46,2WD,standard,Jeddah,8,1,Silver,individual,0
BeEmW,crossover,6,1997,"94,482 SAR",2003,"38,371 SAR",223092,4.96,4WD,standard,Dammam,6,3,Red,company,0
Masda,sedan,4,2007,"79,981 SAR",2010,"54,872 SAR",53262,20.03,2WD,premium,Madinah,7,2,Black,individual,0
Toyoda,sedan,6,2001,"73,050 SAR",2010,"22,625 SAR",352289,12.47,4WD,standard,Dhahran,7,1,Gray,individual,1
Toyoda,crossover,4,2000,"85,942 SAR",2004,"60,614 SAR",43341,17.4,4WD,standard,Dammam,4,2,Blue,individual,1
Fourd,crossover,4,2005,"92,251 SAR",2008,"51,927 SAR",113552,6.56,2WD,standard,Madinah,4,3,White,individual,1
Geep,sedan,4,1997,"65,612 SAR",2000,"37,024 SAR",28926,4.51,2WD,standard,Dhahran,11,2,Blue,individual,0
Toyoda,sedan,4,2001,"60,875 SAR",2005,"45,434 SAR",36951,15.06,2WD,standard,Makkah,0,3,White,individual,0
Fourd,suv,4,1994,"111,291 SAR",1994,"68,510 SAR",1053,8.33,4WD,standard,Madinah,4,1,Brown,individual,0
Shevy,suv,4,1999,"122,874 SAR",2004,"54,493 SAR",216803,3.59,4WD,standard,Dhahran,6,3,White,individual,1
Shevy,sedan,4,2000,"69,628 SAR",2004,"35,123 SAR",37999,4.12,2WD,standard,Riyadh,6,3,Silver,company,0
Mercetes,sedan,4,2002,"86,930 SAR",2008,"37,162 SAR",144646,5.93,4WD,standard,Riyadh,13,1,Black,individual,0
Nesshan,suv,4,2008,"87,408 SAR",2013,"42,952 SAR",27297,9.26,2WD,standard,Makkah,9,2,Red,individual,0
Huendae,suv,4,2000,"89,522 SAR",2004,"49,912 SAR",75492,9.94,4WD,standard,Riyadh,9,1,White,individual,0
Fourd,sedan,4,2008,"97,897 SAR",2010,"58,047 SAR",68587,12.8,4WD,standard,Madinah,11,1,White,individual,0
Toyoda,crossover,4,2004,"93,026 SAR",2011,"61,780 SAR",140984,15.13,4WD,standard,Riyadh,2,1,Black,individual,1
JournalMotors,sedan,4,2003,"73,890 SAR",2008,"32,851 SAR",66886,6.84,2WD,standard,Riyadh,5,3,Gray,individual,0
JournalMotors,sedan,4,2006,"78,413 SAR",2012,"31,845 SAR",116852,9.12,2WD,standard,Dammam,6,4,Black,individual,0
JournalMotors,suv,4,2007,"201,554 SAR",2012,"94,589 SAR",194348,2.44,4WD,premium,Dammam,2,3,Black,individual,0
Honta,crossover,4,2006,"67,211 SAR",2007,"50,811 SAR",6197,10.87,2WD,standard,Makkah,5,3,Silver,individual,0
JournalMotors,sedan,4,2005,"92,251 SAR",2005,"56,789 SAR",637,4.84,4WD,standard,Dammam,6,2,Silver,individual,0
Fourd,sedan,4,2002,"86,930 SAR",2008,"37,162 SAR",123211,9.07,4WD,standard,Dhahran,4,2,Red,individual,0
Toyoda,sedan,6,2000,"100,265 SAR",2004,"61,226 SAR",44920,10.94,4WD,premium,Dhahran,5,3,Silver,individual,0
Toyoda,sedan,4,1996,"66,164 SAR",1997,"60,262 SAR",16498,15.38,4WD,standard,Makkah,5,1,Gray,individual,0
JournalMotors,sedan,4,1996,"64,326 SAR",2001,"28,599 SAR",98848,7.23,2WD,standard,Makkah,5,1,Black,company,0
Toyoda,crossover,6,1999,"70,214 SAR",2003,"42,876 SAR",39507,9.02,2WD,standard,Madinah,5,3,Silver,individual,0
Shevy,sedan,8,2003,"73,890 SAR",2007,"39,137 SAR",80694,6.45,2WD,standard,Madinah,4,2,White,individual,1
Masda,sedan,6,2004,"75,368 SAR",2008,"41,916 SAR",147278,11.52,2WD,premium,Riyadh,4,3,Blue,individual,1
Honta,crossover,4,1994,"52,995 SAR",2000,"30,604 SAR",61703,16.43,2WD,standard,Riyadh,2,3,Red,individual,0
Honta,sedan,4,2008,"81,581 SAR",2013,"48,997 SAR",101856,21.41,2WD,premium,Dammam,2,1,Blue,individual,0
Honta,suv,6,1992,"63,672 SAR",1993,"45,729 SAR",38156,9.11,2WD,standard,Riyadh,5,2,Red,individual,0
Huendae,crossover,4,1990,"68,544 SAR",1995,"39,109 SAR",172540,19.14,2WD,premium,Dammam,2,1,White,individual,0
Toyoda,suv,6,2001,"91,313 SAR",2009,"29,770 SAR",142061,8.62,2WD,standard,Madinah,6,2,Gray,individual,1
Honta,sedan,4,2002,"51,744 SAR",2007,"26,571 SAR",241484,17.94,2WD,standard,Madinah,14,2,White,individual,0
Huendae,sedan,4,2005,"54,911 SAR",2008,"39,556 SAR",29689,20.09,2WD,standard,Madinah,6,3,Red,individual,1
Honta,sedan,4,2004,"64,601 SAR",2008,"36,018 SAR",81944,11.66,4WD,standard,Riyadh,4,2,White,individual,0
Toyoda,suv,4,1996,"99,246 SAR",2000,"60,604 SAR",91356,8.6,4WD,standard,Jeddah,10,2,Silver,individual,0
Masda,suv,4,2002,"93,139 SAR",2005,"58,252 SAR",105770,11.09,4WD,standard,Jeddah,2,4,White,individual,0
Shevy,sedan,8,1994,"74,194 SAR",1996,"46,308 SAR",38029,4.04,4WD,standard,Jeddah,5,3,Silver,individual,0
Huendae,suv,4,2005,"98,840 SAR",2013,"26,620 SAR",108978,11.71,4WD,standard,Makkah,11,4,White,individual,0
Toyoda,crossover,6,2001,"73,050 SAR",2005,"44,496 SAR",141283,12.58,2WD,standard,Madinah,5,2,Gray,individual,1
BeEmW,sedan,8,2001,"71,021 SAR",2006,"31,575 SAR",107679,4.29,2WD,standard,Madinah,6,1,White,company,0
Toyoda,crossover,6,1998,"82,604 SAR",2001,"62,696 SAR",24681,10.97,4WD,standard,Riyadh,1,2,Black,individual,0
Huendae,suv,4,2005,"115,313 SAR",2009,"61,078 SAR",165340,13.35,2WD,premium,Makkah,8,1,Black,individual,0
Masda,sedan,4,2002,"51,744 SAR",2007,"29,368 SAR",98335,16.89,2WD,standard,Dhahran,5,1,White,individual,1
JournalMotors,suv,4,1997,"118,103 SAR",2002,"49,883 SAR",240355,6.38,4WD,standard,Dammam,7,1,Black,individual,0
Fourd,crossover,4,2002,"104,316 SAR",2010,"25,419 SAR",113865,5.91,4WD,standard,Makkah,5,4,Red,individual,0
JournalMotors,sedan,6,2006,"78,413 SAR",2013,"31,845 SAR",252763,7.47,2WD,standard,Madinah,7,3,Black,individual,0
Honta,suv,4,1995,"67,569 SAR",1998,"40,035 SAR",101236,14.87,2WD,standard,Dammam,11,2,Gray,individual,0
Nesshan,sedan,4,2003,"52,779 SAR",2008,"29,955 SAR",39878,23.56,2WD,standard,Madinah,7,2,Gray,individual,1
Masda,crossover,4,1995,"54,055 SAR",2000,"27,890 SAR",80342,11.67,2WD,standard,Jeddah,5,1,Gray,individual,1
JournalMotors,crossover,4,2004,"108,530 SAR",2007,"68,048 SAR",34256,7.29,4WD,standard,Makkah,2,2,Silver,company,0
Honta,suv,4,1999,"73,139 SAR",2002,"47,669 SAR",148877,15.1,2WD,standard,Dammam,5,2,Gray,individual,0
Nesshan,sedan,4,1995,"54,055 SAR",2004,"18,730 SAR",111565,24.66,4WD,standard,Madinah,3,2,Black,individual,0
JournalMotors,sedan,4,2007,"79,981 SAR",2015,"20,515 SAR",103352,14.06,2WD,standard,Makkah,7,2,White,company,0
Toyoda,sedan,4,2006,"80,653 SAR",2010,"51,713 SAR",92367,12.15,4WD,standard,Makkah,12,3,Silver,individual,1
Shevy,sedan,4,1995,"63,065 SAR",1998,"35,587 SAR",59183,7.82,2WD,standard,Riyadh,5,1,Silver,individual,0
Honta,sedan,6,1999,"48,759 SAR",2003,"31,399 SAR",42635,16.58,2WD,standard,Dammam,10,2,Brown,individual,1
Geep,suv,4,2008,"171,320 SAR",2013,"76,168 SAR",47728,7.99,2WD,premium,Dhahran,7,2,Black,individual,0
Toyoda,suv,4,2001,"91,313 SAR",2006,"49,144 SAR",104555,11.87,2WD,standard,Madinah,9,3,Brown,individual,0
Toyoda,sedan,4,2003,"63,334 SAR",2004,"55,062 SAR",19789,12.98,2WD,standard,Dhahran,12,1,Brown,individual,1
Fourd,suv,4,2006,"141,144 SAR",2013,"57,020 SAR",350460,6.35,4WD,standard,Makkah,6,2,White,individual,1
Fourd,sedan,6,2004,"75,368 SAR",2008,"42,138 SAR",186079,8.59,2WD,standard,Makkah,2,2,White,company,1
Honta,sedan,4,2006,"78,413 SAR",2008,"66,113 SAR",20438,17.63,2WD,premium,Dammam,2,3,Gray,individual,0
Toyoda,crossover,6,2007,"98,720 SAR",2011,"60,283 SAR",43609,12.41,4WD,standard,Makkah,8,2,Black,individual,0
Fourd,sedan,4,2009,"83,213 SAR",2013,"41,976 SAR",24521,5.84,2WD,standard,Madinah,6,2,Red,individual,0
Wolksvagon,suv,4,2001,"109,576 SAR",2007,"56,705 SAR",116405,12.93,4WD,standard,Madinah,14,3,White,individual,0
JournalMotors,sedan,4,1996,"64,326 SAR",2001,"27,169 SAR",206912,8.1,2WD,standard,Riyadh,9,1,Gray,company,0
Masda,suv,4,2005,"98,840 SAR",2011,"46,701 SAR",140511,13.1,4WD,standard,Dhahran,5,2,White,individual,0
Toyoda,suv,4,2004,"116,283 SAR",2006,"87,857 SAR",24953,8.54,4WD,standard,Jeddah,12,2,Blue,individual,0
JournalMotors,sedan,4,1995,"63,065 SAR",2002,"26,960 SAR",160358,6.55,2WD,standard,Dhahran,8,2,Gray,individual,0
Nesshan,crossover,6,2005,"79,072 SAR",2006,"59,778 SAR",17450,11.82,4WD,standard,Riyadh,4,1,Black,individual,0
JournalMotors,crossover,4,1999,"81,916 SAR",2003,"39,256 SAR",147726,5.66,2WD,standard,Dammam,5,2,Silver,individual,0
Geep,crossover,8,1996,"77,191 SAR",2001,"36,035 SAR",58818,5.11,2WD,standard,Makkah,8,2,White,individual,1
JournalMotors,sedan,4,1993,"60,616 SAR",1995,"35,941 SAR",76733,6.24,2WD,standard,Dammam,5,1,Gray,individual,0
Fourd,crossover,6,1994,"74,194 SAR",1998,"37,427 SAR",48067,5.04,2WD,standard,Madinah,7,3,Silver,individual,0
Shevy,sedan,8,1998,"66,925 SAR",2006,"17,166 SAR",68017,7.28,2WD,standard,Madinah,5,2,Red,individual,0
JournalMotors,crossover,4,1995,"75,678 SAR",2000,"35,328 SAR",95924,8.4,2WD,standard,Makkah,10,2,Gray,individual,1
JournalMotors,suv,4,2003,"110,836 SAR",2008,"54,752 SAR",41454,6.88,2WD,standard,Jeddah,3,2,Gray,individual,0
Shevy,sedan,4,2001,"99,430 SAR",2008,"47,229 SAR",140139,8.06,2WD,premium,Riyadh,2,3,White,individual,0
Masda,crossover,4,2005,"65,893 SAR",2009,"40,412 SAR",85062,17.13,2WD,standard,Riyadh,9,2,Silver,individual,0
Toyoda,suv,4,2005,"98,840 SAR",2008,"75,019 SAR",24671,10.92,2WD,standard,Dammam,3,1,White,individual,0
JournalMotors,suv,8,2005,"115,313 SAR",2009,"67,864 SAR",66557,3.64,2WD,standard,Madinah,1,1,Silver,individual,1
Nesshan,sedan,4,2002,"62,093 SAR",2009,"37,651 SAR",151180,18.67,4WD,standard,Makkah,1,3,Blue,individual,1
Masda,sedan,4,2002,"51,744 SAR",2005,"39,444 SAR",55872,18.89,2WD,standard,Makkah,1,1,Gray,individual,0
Toyoda,crossover,4,2001,"73,050 SAR",2004,"47,405 SAR",107622,9.8,2WD,standard,Riyadh,12,2,Red,company,0
Huendae,sedan,4,2006,"56,009 SAR",2009,"40,347 SAR",50815,26.83,2WD,standard,Jeddah,4,2,White,company,1
Honta,sedan,4,1993,"60,616 SAR",1997,"32,106 SAR",161362,11.74,2WD,premium,Dhahran,8,2,Black,individual,0
Fourd,crossover,8,2001,"85,225 SAR",2003,"53,193 SAR",36682,4.79,2WD,standard,Dhahran,7,2,Silver,individual,0
Toyoda,crossover,4,2006,"80,653 SAR",2010,"54,175 SAR",46592,15.04,2WD,standard,Jeddah,9,2,Black,individual,0
Honta,crossover,4,2005,"65,893 SAR",2013,"20,756 SAR",163681,11.82,2WD,standard,Jeddah,2,3,White,individual,0
Shevy,suv,8,2001,"106,532 SAR",2007,"45,542 SAR",70836,3.17,2WD,standard,Dhahran,5,3,Black,individual,0
Masda,crossover,4,1993,"51,956 SAR",1996,"34,025 SAR",24830,10.8,2WD,standard,Madinah,7,1,White,company,1
Shevy,sedan,4,1998,"93,695 SAR",2005,"38,051 SAR",276767,10.92,2WD,premium,Riyadh,4,3,Red,company,0
Honta,sedan,4,2007,"68,555 SAR",2011,"42,045 SAR",83779,23.82,4WD,standard,Jeddah,7,2,Black,individual,0
Huendae,suv,4,2007,"85,694 SAR",2014,"40,490 SAR",159963,12.94,2WD,standard,Madinah,6,3,White,individual,0
Masda,sedan,6,2000,"49,734 SAR",2006,"25,849 SAR",55593,15.34,2WD,standard,Makkah,4,1,Black,individual,0
BeEmW,suv,6,1999,"102,395 SAR",2003,"51,524 SAR",79946,3.95,2WD,standard,Dammam,7,4,White,individual,1
Shevy,sedan,4,2001,"71,021 SAR",2005,"35,826 SAR",34235,7.2,2WD,standard,Riyadh,4,2,Black,company,0
Masda,sedan,4,2007,"57,129 SAR",2011,"35,037 SAR",43970,15.8,2WD,standard,Madinah,11,2,Black,individual,0
Honta,suv,8,2008,"122,372 SAR",2016,"31,223 SAR",404742,8.26,2WD,premium,Makkah,6,2,Silver,company,0
Masda,suv,8,1994,"92,742 SAR",1997,"57,843 SAR",60393,9.25,2WD,premium,Dammam,4,2,Red,individual,0
Honta,sedan,6,2006,"67,211 SAR",2012,"34,932 SAR",122448,18.9,4WD,standard,Madinah,10,1,Blue,individual,0
Shevy,crossover,6,2003,"124,136 SAR",2007,"62,620 SAR",42906,5.07,2WD,premium,Jeddah,9,3,Black,company,0
Toyoda,sedan,4,1997,"56,239 SAR",1999,"42,491 SAR",39225,14.21,2WD,standard,Jeddah,4,2,Silver,individual,0
BeEmW,suv,6,2001,"106,532 SAR",2004,"63,121 SAR",56286,3.73,2WD,standard,Dhahran,6,2,White,individual,1
Shevy,crossover,4,2005,"92,251 SAR",2008,"52,057 SAR",54627,3.23,2WD,standard,Madinah,4,2,Silver,company,0
Fourd,sedan,4,2003,"73,890 SAR",2010,"31,587 SAR",68772,6.93,2WD,standard,Dhahran,8,2,White,individual,0
Fourd,suv,4,1996,"96,489 SAR",2000,"51,107 SAR",29098,6.87,2WD,standard,Dammam,8,1,Blue,individual,1
Toyoda,crossover,8,2006,"96,784 SAR",2013,"52,590 SAR",51644,9.93,4WD,standard,Madinah,9,1,Black,individual,1
Fourd,sedan,8,2000,"69,628 SAR",2004,"40,977 SAR",84346,6.4,2WD,standard,Dammam,3,3,White,individual,1
Masda,suv,4,1996,"82,705 SAR",2002,"37,124 SAR",282152,13.42,4WD,standard,Dammam,6,2,Black,individual,0
Shevy,sedan,6,2006,"78,413 SAR",2013,"37,246 SAR",76336,3.49,2WD,standard,Makkah,2,2,Silver,individual,0
JournalMotors,suv,4,2006,"197,602 SAR",2013,"84,474 SAR",71723,7.97,4WD,premium,Dhahran,7,1,Gray,individual,0
Fourd,sedan,4,2001,"85,225 SAR",2007,"36,433 SAR",60603,11.06,4WD,standard,Jeddah,5,1,Black,company,0
Honta,sedan,4,2000,"49,734 SAR",2003,"34,121 SAR",56450,24.2,2WD,standard,Dhahran,11,1,Silver,individual,0
Honta,suv,4,2006,"84,014 SAR",2012,"39,696 SAR",51067,11.52,2WD,standard,Dammam,11,2,Silver,individual,0
Nesshan,sedan,8,2001,"60,875 SAR",2005,"39,597 SAR",33098,10.97,4WD,standard,Riyadh,2,2,Black,company,1
Shevy,crossover,4,2005,"129,151 SAR",2008,"85,026 SAR",48417,7.83,2WD,premium,Makkah,3,1,Silver,individual,1
JournalMotors,sedan,4,1998,"80,310 SAR",2002,"40,411 SAR",146453,8.6,4WD,standard,Dhahran,8,1,Gray,individual,1
JournalMotors,crossover,4,2007,"95,978 SAR",2013,"45,589 SAR",136120,6.73,2WD,standard,Dhahran,2,3,Brown,company,0
Toyoda,crossover,4,1995,"108,976 SAR",2000,"65,167 SAR",49011,9.53,4WD,premium,Makkah,3,2,Black,individual,0
Shevy,sedan,6,2002,"86,930 SAR",2005,"49,054 SAR",57751,4.87,4WD,standard,Madinah,7,1,Gray,individual,0
Toyoda,suv,4,2003,"95,002 SAR",2009,"54,626 SAR",73333,12.62,2WD,standard,Riyadh,3,1,Silver,individual,0
Toyoda,suv,4,2000,"125,332 SAR",2004,"84,825 SAR",146744,9.95,2WD,premium,Makkah,3,3,Black,individual,1
Fourd,suv,4,2000,"125,332 SAR",2006,"56,258 SAR",66712,6.65,4WD,standard,Dammam,13,3,Silver,individual,1
Honta,sedan,4,2002,"51,744 SAR",2008,"26,893 SAR",123597,18.85,2WD,standard,Dhahran,9,2,Red,company,0
Fourd,sedan,6,2003,"73,890 SAR",2008,"36,501 SAR",117515,6.32,2WD,standard,Madinah,3,3,Red,company,0
Honta,suv,4,2001,"76,094 SAR",2006,"35,522 SAR",213788,14.67,2WD,standard,Dammam,5,2,Black,individual,0
Fourd,crossover,4,2002,"86,930 SAR",2004,"54,257 SAR",39948,8.42,2WD,standard,Madinah,12,2,Silver,individual,0
JournalMotors,suv,4,2006,"117,620 SAR",2009,"73,747 SAR",61464,5.5,2WD,standard,Jeddah,3,1,Black,individual,0
Nesshan,suv,6,2007,"85,694 SAR",2015,"24,294 SAR",58461,14.85,2WD,standard,Makkah,5,3,Silver,individual,0
Shevy,suv,4,2005,"115,313 SAR",2011,"54,773 SAR",110345,2.13,2WD,standard,Dhahran,0,2,Gray,company,0
JournalMotors,sedan,6,1999,"68,263 SAR",2002,"36,402 SAR",160483,7.96,2WD,standard,Makkah,4,1,Black,individual,1
Honta,suv,4,2005,"115,313 SAR",2010,"53,831 SAR",211074,14.28,2WD,premium,Dammam,7,1,Blue,individual,0
Shevy,sedan,6,1999,"68,263 SAR",2003,"34,435 SAR",35805,7.92,2WD,standard,Makkah,6,2,Black,individual,0
Geep,crossover,4,2006,"131,734 SAR",2009,"78,054 SAR",26883,8.29,2WD,premium,Makkah,7,2,Blue,individual,1
Fourd,sedan,4,2006,"78,413 SAR",2009,"44,248 SAR",60280,6.81,2WD,standard,Dammam,6,1,Red,company,0
JournalMotors,sedan,4,2005,"76,875 SAR",2010,"34,178 SAR",94418,6.3,2WD,standard,Madinah,11,1,Gray,individual,0
JournalMotors,sedan,4,1995,"63,065 SAR",1999,"31,813 SAR",35368,6.63,2WD,standard,Dhahran,7,1,White,company,0
Toyoda,sedan,6,1998,"68,837 SAR",2001,"47,022 SAR",29748,12.24,4WD,standard,Dhahran,10,3,Blue,individual,0
Honta,suv,4,2005,"82,367 SAR",2009,"45,923 SAR",81539,13.87,2WD,standard,Dhahran,7,1,White,company,0
Honta,suv,8,1997,"70,299 SAR",2003,"33,216 SAR",131382,6.47,2WD,standard,Makkah,9,3,White,individual,0
JournalMotors,suv,4,2005,"115,313 SAR",2011,"49,296 SAR",137213,6.06,2WD,standard,Dhahran,6,2,Gray,company,0
Honta,sedan,8,2002,"51,744 SAR",2007,"25,427 SAR",112463,12.93,2WD,standard,Dhahran,12,2,Red,individual,0
Nesshan,sedan,4,1997,"46,866 SAR",1999,"37,539 SAR",85062,23.77,2WD,standard,Dhahran,3,1,Red,individual,0
Wolksvagon,suv,4,2000,"89,522 SAR",2005,"50,589 SAR",112952,8.56,2WD,standard,Dammam,6,2,Blue,company,1
Nesshan,suv,8,1996,"68,921 SAR",1998,"52,827 SAR",32545,7.26,2WD,standard,Dhahran,3,2,Gray,individual,0
Fourd,suv,6,2004,"113,052 SAR",2009,"55,847 SAR",103323,3.93,2WD,standard,Jeddah,2,3,Silver,individual,0
Toyoda,crossover,8,2003,"76,001 SAR",2006,"49,320 SAR",120721,9.26,2WD,standard,Madinah,10,2,Silver,individual,0
Huendae,suv,8,2003,"79,168 SAR",2005,"54,614 SAR",42508,7.33,2WD,standard,Madinah,8,2,Black,individual,0
Masda,crossover,8,1994,"52,995 SAR",1996,"36,660 SAR",79416,11.8,2WD,standard,Madinah,3,4,Black,individual,0
Nesshan,suv,4,2006,"84,014 SAR",2011,"41,284 SAR",97355,11.32,2WD,standard,Dammam,10,2,Silver,individual,0
Fourd,suv,4,2000,"146,220 SAR",2003,"86,637 SAR",57776,3.79,2WD,premium,Dhahran,8,2,Gray,individual,1
JournalMotors,suv,4,2003,"110,836 SAR",2006,"69,494 SAR",23607,5.71,2WD,standard,Makkah,3,2,Blue,individual,0
Huendae,suv,4,2004,"80,752 SAR",2012,"25,436 SAR",158340,12.16,2WD,standard,Jeddah,2,1,Red,individual,0
JournalMotors,crossover,6,1994,"74,194 SAR",1998,"37,427 SAR",41753,5.52,2WD,standard,Dhahran,4,3,Black,individual,0
Huendae,suv,4,1996,"68,921 SAR",1999,"42,986 SAR",54939,11.17,2WD,standard,Dammam,4,3,Gray,individual,0
Shevy,suv,6,2001,"127,838 SAR",2004,"71,958 SAR",138872,3.34,4WD,standard,Riyadh,6,2,White,company,1
Shevy,sedan,4,2009,"83,213 SAR",2016,"33,794 SAR",278828,7.24,2WD,standard,Jeddah,4,1,White,individual,0
Wolksvagon,crossover,6,2008,"83,912 SAR",2012,"51,240 SAR",79567,12.04,2WD,standard,Jeddah,9,2,Silver,individual,0
Toyoda,sedan,4,2005,"92,251 SAR",2006,"75,619 SAR",52111,15.07,2WD,premium,Jeddah,6,3,Gray,individual,0
Honta,sedan,4,1998,"80,310 SAR",2003,"50,645 SAR",97351,22.09,4WD,premium,Dhahran,3,3,Silver,company,1
Wolksvagon,suv,8,2000,"89,522 SAR",2001,"74,124 SAR",8934,6.02,2WD,standard,Madinah,6,2,Red,individual,0
Huendae,suv,6,2007,"85,694 SAR",2010,"53,447 SAR",39231,10.96,2WD,standard,Jeddah,10,2,Silver,individual,0
Masda,crossover,4,2008,"117,477 SAR",2014,"64,450 SAR",236043,15.46,4WD,premium,Jeddah,2,3,Black,individual,0
Fourd,sedan,4,1998,"66,925 SAR",2005,"27,179 SAR",257049,11.19,2WD,standard,Jeddah,7,2,Gray,individual,0
Toyoda,suv,6,1999,"87,767 SAR",2002,"56,955 SAR",115246,9.16,2WD,standard,Dammam,4,3,Blue,individual,0
Shevy,suv,4,1991,"87,393 SAR",1999,"24,907 SAR",66927,4.46,2WD,standard,Riyadh,1,2,White,company,0
JournalMotors,crossover,4,1996,"92,630 SAR",1998,"57,815 SAR",23203,7.66,4WD,standard,Riyadh,8,3,Gray,individual,0
Honta,suv,4,2004,"113,052 SAR",2008,"69,335 SAR",71842,17.49,2WD,premium,Riyadh,6,2,Black,individual,0
Masda,sedan,8,2006,"67,211 SAR",2013,"31,757 SAR",53381,11.28,4WD,standard,Makkah,8,3,Black,individual,0
Toyoda,sedan,4,2004,"64,601 SAR",2007,"44,128 SAR",35588,9.19,2WD,standard,Makkah,6,2,Blue,company,0
Huendae,sedan,4,2006,"67,211 SAR",2009,"48,673 SAR",137364,23.41,4WD,standard,Makkah,0,2,Gray,individual,0
Masda,suv,4,2003,"95,002 SAR",2004,"71,821 SAR",11906,10.22,4WD,standard,Makkah,8,2,White,individual,0
Toyoda,crossover,4,2003,"76,001 SAR",2008,"42,744 SAR",103172,18.33,2WD,standard,Dhahran,8,4,White,individual,0
JournalMotors,crossover,6,2000,"100,265 SAR",2005,"52,007 SAR",60079,4.19,4WD,standard,Madinah,3,1,White,individual,1
Fourd,crossover,4,2004,"90,442 SAR",2008,"45,623 SAR",72558,7.51,2WD,standard,Makkah,7,1,Silver,individual,0
Honta,sedan,6,2004,"53,834 SAR",2006,"38,808 SAR",71716,20.49,2WD,standard,Dammam,6,1,Blue,individual,0
Nesshan,sedan,4,2005,"65,893 SAR",2009,"42,657 SAR",191275,20.13,4WD,standard,Dhahran,3,2,Black,individual,0
Shevy,suv,4,1999,"143,353 SAR",2000,"98,053 SAR",19166,3.0,2WD,premium,Madinah,5,2,Gray,company,0
Toyoda,crossover,6,2007,"82,266 SAR",2012,"46,735 SAR",212698,9.83,2WD,standard,Makkah,3,2,Gray,individual,0
Huendae,suv,4,2004,"80,752 SAR",2006,"71,490 SAR",16203,15.76,2WD,standard,Riyadh,3,3,Silver,individual,1
Toyoda,crossover,4,2005,"79,072 SAR",2007,"62,729 SAR",38886,12.09,2WD,standard,Riyadh,11,2,Silver,company,1
Nesshan,crossover,4,2003,"88,668 SAR",2004,"70,384 SAR",21105,10.71,2WD,premium,Madinah,7,1,Gray,individual,1
Nesshan,sedan,4,1997,"46,866 SAR",1999,"33,785 SAR",43855,16.27,2WD,standard,Dammam,9,4,Black,individual,0
Nesshan,sedan,4,2007,"57,129 SAR",2009,"43,351 SAR",38580,15.1,2WD,standard,Jeddah,7,2,Black,individual,0
Masda,suv,4,1999,"102,395 SAR",2003,"57,090 SAR",46766,7.57,2WD,premium,Makkah,5,2,White,individual,0
BeEmW,sedan,4,1995,"63,065 SAR",2001,"29,955 SAR",58598,8.08,2WD,standard,Riyadh,3,1,White,individual,0
JournalMotors,sedan,4,1998,"66,925 SAR",2004,"30,040 SAR",77340,6.29,2WD,standard,Riyadh,5,1,Brown,individual,1
Huendae,suv,6,2004,"80,752 SAR",2006,"61,896 SAR",42762,8.21,2WD,standard,Jeddah,2,2,Black,individual,0
Huendae,sedan,4,2001,"50,729 SAR",2005,"31,112 SAR",68290,18.37,2WD,standard,Riyadh,7,2,White,company,0
Huendae,sedan,4,2005,"54,911 SAR",2009,"31,993 SAR",181308,21.8,2WD,standard,Makkah,4,3,Silver,company,0
Toyoda,sedan,8,2000,"83,554 SAR",2008,"28,826 SAR",189052,12.65,2WD,premium,Makkah,3,3,Black,individual,0
BeEmW,sedan,4,2002,"72,441 SAR",2009,"30,968 SAR",62518,4.95,2WD,standard,Jeddah,5,2,Gray,individual,0
Toyoda,suv,6,2004,"96,902 SAR",2011,"50,146 SAR",138946,8.22,2WD,standard,Makkah,8,2,Silver,individual,0
BeEmW,sedan,6,2002,"86,930 SAR",2008,"37,162 SAR",109401,5.16,4WD,standard,Dammam,4,3,Gray,individual,0
Honta,suv,4,1995,"67,569 SAR",1999,"35,789 SAR",181345,7.91,2WD,standard,Jeddah,5,3,Red,individual,0
JournalMotors,sedan,4,2005,"92,251 SAR",2010,"41,014 SAR",48955,8.33,4WD,standard,Jeddah,4,2,Silver,company,0
Shevy,sedan,4,2001,"71,021 SAR",2008,"30,285 SAR",132185,8.85,2WD,standard,Riyadh,13,4,White,individual,1
Huendae,sedan,6,2007,"68,555 SAR",2011,"39,942 SAR",173047,17.08,4WD,standard,Makkah,5,2,Black,individual,0
Toyoda,crossover,8,1997,"67,487 SAR",1999,"53,822 SAR",77563,6.98,2WD,standard,Dammam,1,2,Red,company,0
