Manufacturer,Type,Cylinders,Model_Year,Model_Price,Sold_Year,Sale_Price,KM_Driven,KPL,Power,Class,Location,Accident_History,Owner_History,Color,Seller_Type,Service_History
JournalMotors,suv,4,2006,"117,620 SAR",2012,"52,796 SAR",85114,5.25,2WD,standard,Riyadh,4,2,White,individual,1
Toyoda,suv,4,2006,"100,817 SAR",2009,"65,424 SAR",26847,7.18,2WD,standard,Dammam,8,4,White,individual,0
Nesshan,crossover,4,2005,"79,072 SAR",2010,"40,798 SAR",47983,14.32,4WD,standard,Dhahran,10,3,White,individual,1
Shevy,suv,4,2002,"108,662 SAR",2006,"54,814 SAR",44944,4.73,2WD,standard,Riyadh,4,2,Black,individual,0
JournalMotors,suv,4,2005,"115,313 SAR",2008,"61,817 SAR",114955,7.02,2WD,standard,Jeddah,5,2,Gray,company,0
Fourd,crossover,4,1998,"80,310 SAR",1999,"54,932 SAR",8761,7.59,2WD,standard,Dhahran,4,1,Blue,individual,0
Fourd,suv,4,1995,"94,597 SAR",2004,"23,050 SAR",377024,6.23,2WD,standard,Jeddah,6,1,Silver,individual,0
Masda,sedan,6,1997,"46,866 SAR",2005,"13,253 SAR",309734,9.28,2WD,standard,Dhahran,13,2,Gray,company,1
Geep,suv,8,2003,"110,836 SAR",2007,"55,911 SAR",48372,2.7,2WD,standard,Makkah,7,3,White,individual,0
Geep,crossover,6,1996,"92,630 SAR",2001,"41,183 SAR",99097,8.79,4WD,standard,Dhahran,7,3,Brown,individual,0
Huendae,sedan,6,2007,"57,129 SAR",2013,"34,641 SAR",108305,16.23,2WD,standard,Dammam,3,2,Black,individual,1
Toyoda,crossover,4,1997,"94,482 SAR",2002,"53,392 SAR",70567,14.9,2WD,premium,Jeddah,7,1,Silver,company,1
Toyoda,crossover,8,2001,"73,050 SAR",2006,"39,217 SAR",208604,6.68,2WD,standard,Jeddah,4,1,Red,individual,1
Nesshan,crossover,4,2003,"63,334 SAR",2006,"39,402 SAR",111300,14.03,2WD,standard,Jeddah,10,2,White,individual,1
Shevy,suv,4,2003,"133,003 SAR",2005,"92,237 SAR",42507,6.77,4WD,standard,Makkah,3,2,Gray,individual,0
Fourd,suv,4,2001,"106,532 SAR",2003,"66,491 SAR",36508,4.75,2WD,standard,Dammam,6,2,Black,individual,0
JournalMotors,crossover,4,1996,"77,191 SAR",2003,"31,349 SAR",292682,8.44,2WD,standard,Riyadh,5,2,Black,individual,0
Toyoda,sedan,4,2001,"60,875 SAR",2003,"43,694 SAR",91067,12.02,2WD,standard,Riyadh,5,1,Gray,individual,0
JournalMotors,sedan,4,1993,"60,616 SAR",1999,"25,913 SAR",68998,4.86,2WD,standard,Madinah,5,3,Black,individual,0
Fourd,suv,8,2007,"167,961 SAR",2010,"100,045 SAR",70560,2.46,2WD,premium,Jeddah,2,4,Gray,individual,0
Shevy,sedan,4,2005,"92,251 SAR",2008,"52,057 SAR",57028,9.47,4WD,standard,Jeddah,7,3,Blue,company,0
Fourd,sedan,4,2006,"78,413 SAR",2011,"33,119 SAR",89073,9.5,2WD,standard,Dhahran,4,4,Silver,company,0
Toyoda,suv,4,1993,"77,935 SAR",1995,"58,883 SAR",37660,13.27,2WD,standard,Dhahran,6,3,Black,individual,0
Toyoda,suv,4,2006,"120,980 SAR",2010,"73,876 SAR",31929,9.43,4WD,standard,Dhahran,4,1,Gray,individual,0
Toyoda,sedan,4,2008,"97,897 SAR",2014,"52,941 SAR",261764,21.5,2WD,premium,Jeddah,10,2,White,individual,0
Nesshan,suv,4,1999,"73,139 SAR",2007,"23,948 SAR",66868,16.91,2WD,standard,Riyadh,4,1,Gray,individual,1
Honta,crossover,4,1996,"77,191 SAR",1999,"61,784 SAR",30295,18.01,2WD,premium,Dhahran,2,2,Blue,individual,1
JournalMotors,suv,8,2005,"161,439 SAR",2009,"90,486 SAR",88964,2.25,2WD,premium,Dhahran,2,2,Silver,individual,0
JournalMotors,suv,6,2006,"141,144 SAR",2007,"96,542 SAR",11153,3.34,4WD,standard,Dhahran,5,1,Gray,individual,0
Mercetes,suv,4,2006,"117,620 SAR",2007,"84,474 SAR",9127,5.1,2WD,standard,Dammam,8,3,Gray,individual,1
Shevy,sedan,4,2002,"72,441 SAR",2004,"45,214 SAR",20358,8.72,2WD,standard,Riyadh,7,1,Black,individual,0
Masda,sedan,4,2006,"78,413 SAR",2008,"54,243 SAR",87793,9.02,2WD,premium,Riyadh,3,4,Gray,individual,0
Toyoda,suv,4,2006,"120,980 SAR",2012,"59,476 SAR",224250,9.26,4WD,standard,Madinah,12,1,White,individual,0
Fourd,sedan,4,2004,"75,368 SAR",2010,"34,009 SAR",265747,9.19,2WD,standard,Dhahran,1,2,Red,individual,0
Nesshan,sedan,4,2001,"85,225 SAR",2007,"42,505 SAR",288653,13.98,4WD,premium,Dhahran,2,3,Blue,individual,0
Huendae,sedan,8,1999,"48,759 SAR",2002,"35,124 SAR",51593,16.85,2WD,standard,Dhahran,8,1,Black,individual,1
JournalMotors,suv,8,1990,"85,680 SAR",1997,"40,698 SAR",65430,3.84,2WD,standard,Jeddah,2,1,Gray,company,0
JournalMotors,suv,4,2004,"135,663 SAR",2007,"80,382 SAR",34176,6.57,4WD,standard,Riyadh,5,2,Silver,individual,1
Masda,crossover,4,2002,"62,093 SAR",2007,"32,207 SAR",196233,14.27,2WD,standard,Madinah,2,2,White,individual,0
JournalMotors,suv,6,2002,"108,662 SAR",2004,"71,212 SAR",16957,2.63,2WD,standard,Riyadh,6,2,Silver,individual,1
Masda,sedan,6,2004,"64,601 SAR",2008,"37,819 SAR",83123,13.97,4WD,standard,Makkah,13,2,Black,individual,1
JournalMotors,suv,4,1997,"118,103 SAR",2002,"49,883 SAR",236111,8.7,4WD,standard,Riyadh,13,1,Black,individual,0
Fourd,sedan,4,1993,"72,739 SAR",1998,"32,339 SAR",52512,7.24,4WD,standard,Dammam,5,2,Black,company,0
JournalMotors,crossover,4,2000,"116,976 SAR",2004,"59,008 SAR",70751,8.54,2WD,premium,Jeddah,8,2,Blue,individual,0
BeEmW,suv,4,2000,"104,443 SAR",2007,"49,610 SAR",158266,5.08,2WD,standard,Dhahran,3,2,Red,individual,0
Toyoda,crossover,6,1993,"74,817 SAR",1997,"45,687 SAR",40372,8.64,4WD,standard,Madinah,8,1,White,individual,0
Fourd,suv,4,2004,"113,052 SAR",2005,"77,327 SAR",21539,4.61,2WD,standard,Dhahran,7,1,Gray,individual,0
Fourd,crossover,4,2003,"106,402 SAR",2008,"47,188 SAR",248074,6.72,4WD,standard,Dammam,10,1,Gray,individual,1
JournalMotors,suv,4,2003,"110,836 SAR",2007,"53,115 SAR",70464,5.74,2WD,standard,Makkah,8,4,Brown,individual,0
Masda,crossover,4,1999,"58,511 SAR",2002,"32,935 SAR",136204,10.41,2WD,standard,Dammam,11,4,Black,company,0
Masda,crossover,8,2003,"76,001 SAR",2007,"42,374 SAR",26880,9.08,4WD,standard,Makkah,7,2,White,individual,0
Nesshan,suv,4,1997,"84,359 SAR",2001,"49,150 SAR",175614,17.31,4WD,standard,Dhahran,12,1,Gray,individual,0
Shevy,crossover,6,1994,"74,194 SAR",1999,"36,651 SAR",96694,5.27,2WD,standard,Makkah,1,2,Black,individual,0
Mercetes,sedan,4,2004,"75,368 SAR",2007,"42,530 SAR",36901,12.09,2WD,standard,Riyadh,4,1,Silver,individual,0
JournalMotors,suv,4,1992,"89,141 SAR",1999,"38,107 SAR",62794,5.07,2WD,standard,Dammam,11,3,Silver,individual,0
Fourd,sedan,4,2005,"92,251 SAR",2011,"41,409 SAR",58438,7.52,4WD,standard,Madinah,13,2,Brown,company,1
Honta,sedan,8,1993,"72,739 SAR",1996,"52,928 SAR",67614,9.43,4WD,premium,Jeddah,3,3,Black,company,1
Nesshan,sedan,4,2001,"71,021 SAR",2005,"37,617 SAR",183446,12.89,2WD,premium,Makkah,7,1,Silver,individual,0
Toyoda,sedan,4,2005,"65,893 SAR",2008,"55,014 SAR",17407,19.67,2WD,standard,Dammam,3,2,Silver,individual,0
Fourd,suv,6,1995,"158,924 SAR",1998,"99,645 SAR",65054,2.63,4WD,premium,Dhahran,2,3,Blue,individual,0
Nesshan,suv,8,2000,"89,522 SAR",2008,"25,379 SAR",130499,8.49,4WD,standard,Riyadh,8,3,Gray,company,0
JournalMotors,suv,4,2008,"171,320 SAR",2010,"106,929 SAR",39387,6.82,2WD,premium,Jeddah,7,3,White,individual,0
Masda,sedan,6,1992,"50,937 SAR",1994,"39,043 SAR",18941,12.19,4WD,standard,Dammam,3,1,Gray,individual,0
Honta,sedan,6,2002,"86,930 SAR",2005,"59,640 SAR",54139,18.22,4WD,premium,Madinah,12,2,Black,individual,0
Fourd,suv,6,2001,"127,838 SAR",2005,"61,263 SAR",182352,3.51,4WD,standard,Jeddah,13,3,White,individual,0
Fourd,crossover,4,2006,"158,081 SAR",2010,"79,544 SAR",168299,6.93,4WD,premium,Dammam,5,2,Red,individual,1
Huendae,sedan,6,2001,"85,225 SAR",2005,"52,138 SAR",144304,19.4,4WD,premium,Riyadh,5,2,Black,individual,1
Toyoda,suv,4,2002,"111,767 SAR",2010,"32,968 SAR",313809,6.75,4WD,standard,Riyadh,12,3,Black,individual,0
Shevy,sedan,8,1997,"78,735 SAR",2000,"42,208 SAR",111865,6.51,4WD,standard,Dhahran,6,1,White,company,0
Fourd,suv,4,2000,"104,443 SAR",2005,"51,594 SAR",97997,5.94,2WD,standard,Makkah,1,3,White,individual,0
Masda,crossover,4,1998,"68,837 SAR",2000,"60,941 SAR",16678,17.58,4WD,standard,Dhahran,2,3,Red,individual,1
BeEmW,suv,4,2007,"119,972 SAR",2014,"48,723 SAR",317492,5.69,2WD,standard,Dammam,7,2,Red,individual,0
Honta,suv,4,2000,"74,602 SAR",2004,"46,215 SAR",26990,11.2,2WD,standard,Jeddah,3,3,Gray,company,0
JournalMotors,suv,4,1998,"120,465 SAR",2001,"64,579 SAR",125834,4.94,4WD,standard,Riyadh,12,3,Silver,individual,0
JournalMotors,crossover,8,1992,"99,838 SAR",1996,"50,363 SAR",95461,3.95,2WD,premium,Dhahran,9,3,Blue,individual,0
JournalMotors,sedan,4,2000,"69,628 SAR",2008,"18,752 SAR",80889,9.42,2WD,standard,Dhahran,8,1,Gray,individual,1
Mercetes,suv,4,1995,"94,597 SAR",1998,"53,381 SAR",30719,3.89,2WD,standard,Jeddah,4,3,Red,individual,0
Fourd,suv,4,2001,"127,838 SAR",2007,"54,514 SAR",202015,4.41,4WD,standard,Makkah,6,2,Black,individual,1
Geep,suv,8,2007,"201,554 SAR",2010,"113,736 SAR",59346,2.44,4WD,premium,Jeddah,4,2,Gray,individual,0
Nesshan,crossover,6,1999,"58,511 SAR",2004,"28,752 SAR",79131,11.72,2WD,standard,Dammam,8,3,White,individual,0
Mercetes,crossover,4,2004,"90,442 SAR",2010,"36,730 SAR",73722,7.93,2WD,standard,Makkah,5,4,Black,company,0
Fourd,suv,6,1995,"94,597 SAR",1999,"50,370 SAR",150528,3.1,2WD,standard,Madinah,0,3,Black,company,0
JournalMotors,sedan,8,2001,"71,021 SAR",2004,"38,073 SAR",56549,7.0,2WD,standard,Jeddah,5,4,Gray,individual,0
Shevy,suv,8,1995,"158,924 SAR",1998,"85,196 SAR",104153,3.39,4WD,premium,Dammam,4,1,White,individual,0
Huendae,crossover,4,1998,"57,364 SAR",2001,"37,387 SAR",41949,17.22,2WD,standard,Dhahran,8,4,Black,individual,0
Shevy,crossover,4,1998,"112,434 SAR",2003,"49,988 SAR",106364,9.98,2WD,premium,Makkah,7,3,Black,individual,0
Shevy,crossover,4,2005,"110,701 SAR",2011,"47,324 SAR",128423,5.18,4WD,standard,Jeddah,8,2,White,company,0
JournalMotors,sedan,4,2001,"71,021 SAR",2007,"33,734 SAR",56242,10.83,2WD,standard,Riyadh,3,2,Blue,individual,0
Huendae,suv,6,2001,"127,838 SAR",2007,"63,759 SAR",78332,8.18,4WD,premium,Riyadh,1,4,Red,company,0
Fourd,sedan,8,2005,"92,251 SAR",2010,"43,065 SAR",101205,7.55,4WD,standard,Dhahran,6,1,White,individual,1
Huendae,crossover,4,1998,"57,364 SAR",2000,"43,529 SAR",45187,19.83,2WD,standard,Madinah,6,2,Black,individual,0
Mercetes,sedan,8,1999,"68,263 SAR",2004,"28,832 SAR",237107,4.85,2WD,standard,Jeddah,9,3,White,individual,0
Masda,sedan,4,2000,"49,734 SAR",2002,"37,739 SAR",13890,21.53,2WD,standard,Dhahran,4,2,Black,company,0
Toyoda,suv,4,2008,"104,890 SAR",2015,"56,994 SAR",72792,10.82,2WD,standard,Madinah,4,2,Gray,company,1
BeEmW,crossover,4,2004,"90,442 SAR",2009,"42,221 SAR",100573,9.62,2WD,standard,Madinah,10,3,Silver,individual,1
Fourd,suv,8,2007,"119,972 SAR",2008,"81,855 SAR",41746,3.89,2WD,standard,Dammam,5,3,Silver,individual,1
Fourd,crossover,4,2000,"100,265 SAR",2009,"25,653 SAR",313320,5.23,4WD,standard,Makkah,8,2,White,individual,1
Shevy,suv,4,1997,"118,103 SAR",2002,"52,508 SAR",88470,4.65,4WD,standard,Riyadh,10,1,Black,company,0
Geep,suv,4,2002,"152,128 SAR",2004,"110,775 SAR",40608,3.34,2WD,premium,Dhahran,3,3,White,individual,1
Fourd,sedan,4,2004,"75,368 SAR",2007,"42,530 SAR",64107,9.76,2WD,standard,Riyadh,6,1,Silver,individual,0
Masda,sedan,4,2000,"49,734 SAR",2003,"36,188 SAR",35218,8.87,2WD,standard,Dammam,0,1,White,company,1
Honta,sedan,4,1995,"45,046 SAR",1998,"26,690 SAR",135738,14.21,2WD,standard,Dammam,6,2,White,company,0
Toyoda,suv,4,1996,"82,705 SAR",1996,"68,479 SAR",937,14.38,2WD,standard,Madinah,2,1,Gray,individual,0
Nesshan,suv,4,1996,"68,921 SAR",2003,"35,821 SAR",125207,18.5,2WD,standard,Jeddah,8,1,Brown,individual,0
Huendae,suv,4,2008,"87,408 SAR",2011,"59,968 SAR",56445,17.84,2WD,standard,Jeddah,5,1,Blue,individual,0
Wolksvagon,sedan,4,1994,"89,033 SAR",1998,"54,368 SAR",86374,14.08,4WD,premium,Jeddah,7,3,Silver,individual,0
Shevy,sedan,4,2003,"73,890 SAR",2010,"29,933 SAR",283511,6.56,2WD,standard,Madinah,7,4,White,company,1
Huendae,suv,6,1993,"64,945 SAR",2000,"30,686 SAR",130707,9.04,2WD,standard,Dhahran,8,3,Gray,individual,0
Shevy,sedan,4,1999,"81,916 SAR",2006,"36,770 SAR",152971,11.98,4WD,standard,Madinah,11,1,Black,company,1
Fourd,suv,4,1994,"92,742 SAR",1998,"46,783 SAR",55444,3.43,2WD,standard,Dhahran,4,2,Silver,individual,0
JournalMotors,sedan,6,1994,"74,194 SAR",1997,"46,519 SAR",66050,5.37,4WD,standard,Dammam,2,1,White,company,0
JournalMotors,suv,8,2000,"104,443 SAR",2000,"64,295 SAR",1200,4.37,2WD,standard,Riyadh,8,1,Black,individual,0
JournalMotors,suv,4,2006,"141,144 SAR",2010,"71,022 SAR",160192,4.02,4WD,standard,Riyadh,5,2,Red,individual,1
JournalMotors,crossover,4,1998,"80,310 SAR",2003,"32,224 SAR",199738,3.79,2WD,standard,Riyadh,5,4,Silver,individual,0
JournalMotors,suv,4,1996,"135,085 SAR",2004,"38,499 SAR",146838,5.2,2WD,premium,Madinah,2,1,White,company,0
Nesshan,sedan,4,1992,"59,427 SAR",1993,"49,419 SAR",14154,24.24,2WD,premium,Jeddah,4,2,Blue,individual,0
JournalMotors,suv,8,2002,"152,128 SAR",2007,"64,254 SAR",176453,3.04,2WD,premium,Riyadh,5,2,White,individual,0
Huendae,suv,4,2006,"84,014 SAR",2011,"45,412 SAR",46714,15.62,2WD,standard,Riyadh,5,2,Blue,individual,0
Fourd,sedan,4,2001,"71,021 SAR",2005,"34,035 SAR",183113,7.21,2WD,standard,Makkah,7,2,White,individual,0
Toyoda,sedan,4,2005,"92,251 SAR",2012,"45,352 SAR",49038,9.06,2WD,premium,Makkah,10,4,Gray,individual,0
Huendae,sedan,4,1999,"48,759 SAR",2003,"31,399 SAR",81624,18.56,2WD,standard,Riyadh,9,3,Black,individual,1
Toyoda,suv,6,1996,"115,787 SAR",2002,"66,577 SAR",110168,11.37,2WD,premium,Makkah,1,1,Black,individual,0
Honta,sedan,4,1993,"43,297 SAR",1999,"19,434 SAR",253008,14.26,2WD,standard,Dammam,4,3,White,individual,0
JournalMotors,suv,4,2006,"117,620 SAR",2012,"58,662 SAR",67020,4.11,2WD,standard,Riyadh,3,3,Gray,individual,1
Huendae,sedan,6,2008,"58,272 SAR",2016,"19,273 SAR",163188,14.73,2WD,standard,Dammam,1,3,Silver,individual,1
Shevy,suv,4,2006,"117,620 SAR",2014,"31,845 SAR",369567,7.22,2WD,standard,Makkah,3,3,Blue,individual,0
Honta,crossover,8,2001,"60,875 SAR",2003,"41,994 SAR",28099,10.37,2WD,standard,Dammam,5,2,Black,individual,0
Geep,suv,4,2009,"124,819 SAR",2017,"37,352 SAR",80060,3.56,2WD,standard,Dhahran,2,2,White,individual,1
Honta,sedan,4,2001,"50,729 SAR",2006,"28,792 SAR",115716,20.41,2WD,standard,Dammam,12,1,Black,individual,1
Masda,sedan,8,2004,"53,834 SAR",2005,"40,698 SAR",11828,10.83,2WD,standard,Jeddah,4,2,Gray,individual,0
Shevy,suv,8,2001,"127,838 SAR",2001,"78,697 SAR",1002,2.66,4WD,standard,Dhahran,12,1,Brown,individual,0
Huendae,sedan,8,1996,"64,326 SAR",2003,"33,349 SAR",330384,15.79,2WD,premium,Dhahran,4,1,Gray,individual,1
JournalMotors,suv,6,1994,"111,291 SAR",1999,"51,953 SAR",108930,2.83,4WD,standard,Madinah,8,1,Gray,individual,1
Honta,sedan,4,2002,"72,441 SAR",2008,"37,651 SAR",45536,15.1,2WD,premium,Riyadh,9,3,White,company,0
Nesshan,sedan,6,2000,"59,681 SAR",2009,"21,713 SAR",187610,16.85,4WD,standard,Makkah,3,3,Red,individual,1
Nesshan,crossover,4,2007,"68,555 SAR",2014,"41,570 SAR",145092,22.31,2WD,standard,Jeddah,3,2,Silver,individual,1
Masda,sedan,4,2000,"49,734 SAR",2006,"27,285 SAR",235680,20.17,2WD,standard,Riyadh,3,2,Gray,individual,0
Toyoda,suv,4,2001,"91,313 SAR",2004,"59,257 SAR",119152,9.94,2WD,standard,Dammam,6,2,Black,individual,0
Honta,crossover,4,2002,"74,511 SAR",2008,"36,790 SAR",270984,15.27,4WD,standard,Dhahran,5,3,Silver,company,0
JournalMotors,suv,6,1994,"92,742 SAR",1999,"43,294 SAR",60743,5.88,2WD,standard,Dammam,5,2,Red,individual,1
Huendae,sedan,4,1999,"48,759 SAR",2004,"27,673 SAR",100209,20.44,2WD,standard,Makkah,4,2,Black,company,1
Fourd,sedan,4,1999,"68,263 SAR",2004,"30,349 SAR",28587,7.67,2WD,standard,Madinah,6,1,Black,individual,0
Toyoda,sedan,4,2008,"83,912 SAR",2014,"50,155 SAR",56461,20.68,4WD,standard,Riyadh,7,1,Black,individual,1
JournalMotors,suv,4,1994,"92,742 SAR",1998,"49,122 SAR",49509,2.89,2WD,standard,Jeddah,6,3,Black,individual,1
Shevy,sedan,4,2001,"71,021 SAR",2002,"51,277 SAR",41245,7.81,2WD,standard,Riyadh,3,3,Black,individual,0
Masda,crossover,6,2005,"65,893 SAR",2011,"29,577 SAR",299950,8.24,2WD,standard,Dammam,8,3,Silver,individual,0
Toyoda,crossover,4,1996,"66,164 SAR",1998,"57,738 SAR",44144,15.39,2WD,standard,Jeddah,10,3,Blue,individual,1
Toyoda,sedan,4,2007,"82,266 SAR",2012,"56,820 SAR",107747,20.67,4WD,standard,Riyadh,1,1,Silver,company,1
Shevy,sedan,6,2002,"72,441 SAR",2003,"49,549 SAR",8875,7.39,2WD,standard,Dammam,8,2,Brown,individual,0
Huendae,crossover,4,1996,"66,164 SAR",2000,"36,889 SAR",89922,13.83,4WD,standard,Makkah,6,2,Red,individual,0
Fourd,suv,4,1999,"143,353 SAR",2002,"80,894 SAR",57026,4.14,2WD,premium,Dhahran,10,2,Gray,individual,0
Huendae,crossover,4,2008,"69,926 SAR",2009,"58,150 SAR",21482,18.28,2WD,standard,Dammam,5,1,Black,individual,0
Honta,sedan,6,2005,"54,911 SAR",2008,"38,053 SAR",70094,12.01,2WD,standard,Riyadh,3,2,Black,individual,0
Masda,suv,6,1998,"71,705 SAR",2006,"20,328 SAR",145245,7.03,2WD,standard,Riyadh,13,2,Silver,individual,0
Nesshan,suv,4,2000,"89,522 SAR",2004,"49,788 SAR",166265,11.34,4WD,standard,Dammam,6,2,White,individual,1
Nesshan,crossover,4,2004,"77,522 SAR",2004,"58,020 SAR",935,18.32,4WD,standard,Jeddah,12,2,Blue,individual,0
Mercetes,sedan,8,1994,"61,828 SAR",1999,"27,488 SAR",98594,2.44,2WD,standard,Jeddah,8,2,White,company,0
Nesshan,sedan,4,1999,"48,759 SAR",2000,"38,520 SAR",37911,22.92,2WD,standard,Dhahran,7,2,Blue,individual,0
Honta,suv,6,1995,"81,083 SAR",2000,"44,160 SAR",176660,7.36,4WD,standard,Dammam,3,2,Blue,individual,1
JournalMotors,sedan,4,1999,"68,263 SAR",2006,"29,109 SAR",293156,12.31,2WD,standard,Jeddah,9,2,Gray,individual,1
Toyoda,crossover,6,2002,"74,511 SAR",2005,"48,353 SAR",39608,12.62,2WD,standard,Makkah,9,4,Red,individual,0
JournalMotors,sedan,4,2004,"75,368 SAR",2007,"42,530 SAR",64898,5.17,2WD,standard,Riyadh,5,3,Red,individual,0
Fourd,sedan,4,1998,"66,925 SAR",2003,"29,680 SAR",198739,9.16,2WD,standard,Makkah,6,2,Gray,company,1
Wolksvagon,crossover,4,1998,"96,372 SAR",2003,"51,867 SAR",40782,9.6,2WD,premium,Madinah,8,2,Red,individual,0
Honta,sedan,8,1999,"48,759 SAR",2000,"38,704 SAR",18846,13.09,2WD,standard,Riyadh,8,1,Brown,individual,1
Shevy,suv,4,2007,"119,972 SAR",2009,"71,136 SAR",12840,5.86,2WD,standard,Dammam,12,4,White,individual,0
Fourd,sedan,4,2000,"97,480 SAR",2005,"45,506 SAR",112668,7.63,2WD,premium,Madinah,5,1,Gray,individual,1
Shevy,sedan,4,2005,"92,251 SAR",2007,"57,578 SAR",38500,10.96,4WD,standard,Dammam,11,2,White,individual,0
Fourd,suv,4,1995,"94,597 SAR",1998,"56,346 SAR",141387,5.27,2WD,standard,Makkah,1,1,White,company,0
Huendae,suv,4,1994,"66,244 SAR",1997,"45,792 SAR",38012,12.94,2WD,standard,Madinah,2,4,Gray,individual,1
Fourd,suv,6,2003,"110,836 SAR",2009,"55,279 SAR",48322,3.76,2WD,standard,Dhahran,2,1,White,individual,1
Honta,suv,4,1992,"63,672 SAR",1998,"33,093 SAR",145602,17.02,2WD,standard,Dhahran,4,3,White,company,0
Nesshan,suv,4,1999,"87,767 SAR",2006,"48,151 SAR",243300,16.1,4WD,standard,Madinah,2,1,Silver,individual,0
Honta,sedan,4,1998,"57,364 SAR",2002,"35,181 SAR",33052,25.65,4WD,standard,Madinah,7,3,White,individual,0
Masda,suv,4,1993,"90,924 SAR",1997,"50,694 SAR",51655,9.96,2WD,premium,Makkah,8,2,Gray,individual,0
JournalMotors,sedan,4,1996,"64,326 SAR",2000,"32,449 SAR",98545,6.79,2WD,standard,Jeddah,7,1,Blue,company,0
Wolksvagon,suv,4,2005,"118,608 SAR",2009,"68,806 SAR",154723,8.81,4WD,standard,Makkah,5,2,Black,individual,0
Fourd,sedan,4,2005,"76,875 SAR",2010,"34,178 SAR",108355,8.11,2WD,standard,Jeddah,10,3,White,individual,0
Shevy,sedan,4,2003,"103,447 SAR",2012,"26,534 SAR",122231,7.8,2WD,premium,Riyadh,6,1,Silver,individual,0
Nesshan,suv,4,2002,"77,616 SAR",2006,"41,111 SAR",194263,12.17,2WD,standard,Makkah,5,2,Brown,individual,0
Shevy,sedan,4,2004,"75,368 SAR",2005,"48,974 SAR",43173,11.57,2WD,standard,Dammam,6,2,Gray,individual,0
Masda,crossover,4,2003,"76,001 SAR",2011,"20,468 SAR",182095,14.12,4WD,standard,Jeddah,12,4,Black,company,0
Huendae,sedan,4,2006,"94,096 SAR",2010,"57,709 SAR",38873,27.02,4WD,premium,Dammam,12,3,Black,individual,0
Toyoda,sedan,8,2004,"64,601 SAR",2009,"31,291 SAR",257389,7.56,2WD,standard,Makkah,7,2,Black,individual,0
Fourd,sedan,4,2005,"76,875 SAR",2010,"32,469 SAR",65394,6.71,2WD,standard,Riyadh,4,4,White,individual,0
Fourd,suv,4,2007,"143,967 SAR",2014,"68,384 SAR",155845,3.96,4WD,standard,Jeddah,3,1,White,individual,0
Toyoda,crossover,4,1998,"96,372 SAR",2005,"47,378 SAR",143484,12.13,2WD,premium,Dammam,10,4,Black,individual,0
Toyoda,sedan,8,2005,"65,893 SAR",2012,"34,099 SAR",135959,12.86,2WD,standard,Madinah,5,1,Black,company,0
Toyoda,suv,8,1996,"82,705 SAR",2002,"42,799 SAR",67918,7.33,2WD,standard,Dhahran,6,2,Gray,individual,0
Toyoda,suv,4,2000,"89,522 SAR",2006,"46,327 SAR",51202,8.48,2WD,standard,Madinah,7,2,White,individual,0
Huendae,sedan,8,2006,"78,413 SAR",2008,"56,527 SAR",46609,15.39,2WD,premium,Riyadh,5,4,Gray,individual,0
Shevy,suv,6,1995,"158,924 SAR",2000,"70,657 SAR",93183,6.92,4WD,premium,Makkah,6,3,Black,individual,0
JournalMotors,sedan,6,1999,"81,916 SAR",2004,"34,598 SAR",192071,8.5,4WD,standard,Riyadh,6,1,Gray,company,0
Huendae,sedan,4,2000,"69,628 SAR",2002,"52,836 SAR",20241,18.36,2WD,premium,Riyadh,5,1,White,individual,0
Toyoda,suv,4,2002,"93,139 SAR",2005,"63,623 SAR",54397,8.29,2WD,standard,Jeddah,6,1,White,individual,0
Toyoda,sedan,4,2005,"65,893 SAR",2011,"37,509 SAR",63637,16.84,2WD,standard,Madinah,6,3,Silver,individual,0
JournalMotors,suv,4,2004,"135,663 SAR",2009,"60,164 SAR",224620,5.92,4WD,standard,Madinah,13,2,Black,individual,1
Nesshan,suv,4,2008,"87,408 SAR",2016,"24,780 SAR",86297,11.72,2WD,standard,Madinah,4,3,Blue,company,0
Honta,crossover,8,1998,"68,837 SAR",2005,"30,899 SAR",64381,10.04,4WD,standard,Makkah,5,4,Silver,individual,0
Nesshan,suv,6,1996,"82,705 SAR",2005,"23,388 SAR",362099,10.77,4WD,standard,Madinah,4,3,Gray,individual,1
Shevy,suv,8,1998,"120,465 SAR",2002,"57,730 SAR",177054,4.45,4WD,standard,Riyadh,7,1,Black,individual,0
Wolksvagon,suv,8,2001,"109,576 SAR",2009,"32,322 SAR",304819,5.24,4WD,standard,Dhahran,4,2,White,company,0
Shevy,sedan,8,1994,"61,828 SAR",1997,"36,634 SAR",63073,3.75,2WD,standard,Dhahran,7,2,Black,individual,1
Shevy,sedan,8,2004,"75,368 SAR",2009,"35,184 SAR",100729,3.89,2WD,standard,Dammam,11,2,Blue,individual,1
Fourd,crossover,4,2001,"119,316 SAR",2005,"66,876 SAR",33009,5.28,2WD,premium,Makkah,3,3,White,individual,0
Fourd,sedan,4,1993,"72,739 SAR",1994,"55,143 SAR",36189,6.17,4WD,standard,Makkah,3,1,White,individual,1
Huendae,sedan,4,2006,"56,009 SAR",2008,"40,376 SAR",92068,15.92,2WD,standard,Dhahran,11,3,Black,individual,0
Honta,crossover,8,2001,"60,875 SAR",2003,"39,894 SAR",93734,7.43,2WD,standard,Makkah,4,2,Gray,individual,0
